index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
6084,hidup ini kadang di atas dan kadang di bawah kadang ayam nginjak tai kita kadang kita nginjak tai ayam ,0,0,0,0,0,0,0,0,0,0,0,0
6085,antum mau nyindir antum udah cek beberapa kader lain yang isteri nya lebih dari satu gila ya kader sekarang udah masuk bab pembahasan jumlah isteri ,0,0,0,0,0,0,0,0,0,0,0,0
6086, roslan saari tu yg murtad dn kapir xf0 x9f x91 x8dmenyokong ton mamak melalak dgn ct kasim sbelom pru14 req lesen lgbt xf0 x9f x98 x94terang xc2 xb2 bahalol tu menolak allah ,1,1,1,0,1,0,0,0,0,1,0,0
6087,kata presiden sby dana anggaran ga cukup bikin gas aagym kata aku akibat korupsi anggaran jadi tidak bisa bikin gas investor bikin gas,1,0,1,0,0,0,0,0,1,1,0,0
6088,4 hal ketiga yang ingin dibahas presiden dalam ratas kali ini yakni sisi promosi untuk asiangames2018 baik di media media lokal maupun di media media internasional ,0,0,0,0,0,0,0,0,0,0,0,0
6089,ormas radikal fpi fui hti hrs dibubari klu yg radikal anti bhineka anti cina kristen ga bisa disadarkan usir sj ke suriah suruh gabung isis,1,0,0,1,1,0,0,0,0,0,0,1
6090,hahaha matamu picek a ,1,1,1,0,0,0,1,0,0,1,0,0
6091, nanti kita kembalikan lagi marwah kampus setelah rejim biadab ini nyungsep n naamiin ,1,1,1,0,0,0,0,0,1,1,0,0
6092, aseng yg bajingan spt ahok beserta kroni xc2 xb2 nya perlu di anti kan ,1,1,0,1,0,1,0,0,0,0,1,0
6093, sekalipun dalam hal permasalahan agama tidak sepatutnya mengatasnamakan agama sebagai cover untuk memerkarakan seseorang ,0,0,0,0,0,0,0,0,0,0,0,0
6094,apa islam yg hina layak diikuti menag gafatar tak layak diikuti masyarakat,1,1,0,1,1,0,0,0,0,0,1,0
6095, disitu menandakan kedongoan lu ngurusi perusahaan pribadinya aja ga becus gimana mau ngurusi negara yg lebih besar btw pajaknya udah dibayar blum wkwkwkwk kampret dongo ,1,1,1,0,0,0,0,0,1,1,0,0
6096,karakter kartun yang mendeskripsikan karakter luhan adalah xe2 x80 x9craja monyet didragon ball xe2 x80 x9d karena mereka berdua memiliki rasa keadilan xd ,0,0,0,0,0,0,0,0,0,0,0,0
6097, saya tahu sby genius politik tp apakah sby sebegitu kuat pengaruhnya sampai skrg atau guru punya agenda lain,1,0,1,0,0,0,0,0,1,1,0,0
6098,birokrasi birokrasi opo iku birokrat daerah mu podo amburadul lah piye ojo ngurusi pusat mu wae pak owalah paaak paak 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
6099,perginya tka diharapkan dapat menciptakan lowongan pekerjaan baru yang ditargetkan dapat mencapai 450 000 posisi di sektor swasta pada tahun 2020 khusus untuk warga saudi n nurl url,0,0,0,0,0,0,0,0,0,0,0,0
6100, yg perlu diputar film nya deklarator pa ai komunis indonesia dan nama ketua nya asalnya komunis cina soviet,1,0,0,1,0,1,0,0,0,0,1,0
6101,takut sekali rezim ini sm 2019gantipresiden smp dselidiki kya jatuhnya helikopter pngangkut warga china,1,0,0,1,0,0,0,0,1,0,1,0
6102, agama yg memiliki dan menghormati kitab sucinya klo atheis komunis maka jelas beda,0,0,0,0,0,0,0,0,0,0,0,0
6103, hajar bleh hanya untuk bela nomor2koruptor cuihhhhhh url,1,1,0,1,0,0,0,0,1,0,1,0
6104, tetap hati hati dengan syiah mereka itu memusuhi sahabat itu udah fakta lihat kondisi suriah dan lihat hubungan dekat mereka dengan rusia dan komunis china ,0,0,0,0,0,0,0,0,0,0,0,0
6105, apa ga mikir ya semakinhari kesalahan rezim semakin di tampakan n npiye iki ,0,0,0,0,0,0,0,0,0,0,0,0
6106, celeng hutan atau celeng peliharaan tetaplah babi begitulah dia ,0,0,0,0,0,0,0,0,0,0,0,0
6107, perbedaan itu harus terbiasa dalam alam demokrasi sekarang ini jangan orang2 rezim yg sekarang ini pro penguasa gerah gitu dgn perbedaan dulu juga partai yg sekarang berkuasa sering kok demo kritik ,0,0,0,0,0,0,0,0,0,0,0,0
6108, merong2 mah bukan karena ndut atau kurus pun bukan karena kurang eue tapiiii karena banyak uit mah senang aja ga perlu merong2 kan tinggal nyoh nyoh xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x91 x8c ,0,0,0,0,0,0,0,0,0,0,0,0
6109,masalah dunia dan masalah nafsu ya kang kata2 kok bersayap kayak burung hantu url,0,0,0,0,0,0,0,0,0,0,0,0
6110,lengserkan jokowi krn dia bukan saja telah banyak melanggar ketentuan perundang undangan tapi juga tak becus kelola negara,1,0,1,0,0,0,0,0,1,0,0,1
6111, ini sebenarnya yang membuat kita sampai sekarang paranoid setengah mati dengan tionghoa n noverseas chinese mengikut asas kewarganegaraannya adalah ius sanguinis alias mau lahir dimanapun otomatis wn tiongkok baik itu nasionalis taiwan,0,0,0,0,0,0,0,0,0,0,0,0
6112,hukum si penghina al quran seberat beratnya penjarakan ahok penjarakan ahok,1,0,1,0,0,0,0,0,1,1,0,0
6113, artinya anda menyamakan perempuan indonesia dengan onta ya ,0,0,0,0,0,0,0,0,0,0,0,0
6114,andritany ismed sofyan dan ramdani lestaluhu mewakili tim persija mendatangi rumah duka alm fahreza siang ini,0,0,0,0,0,0,0,0,0,0,0,0
6115,a seorang yang suka sendirian entah kenapa tapi nanti juga balik lagi ,0,0,0,0,0,0,0,0,0,0,0,0
6116, cebong juara satu lari dari kenyataan kepintaran dan akal sehat ,1,1,0,1,0,0,0,0,1,0,1,0
6117,6 di indonesia itu warga hindu nusantara tak pernah menjelek2 kan hindu india nkatholik nusantara tak pernah menjelek njelekkan katholik vatikan bahkan syiah nusantara tak pernah menjelek jelekkan syiah iran anehnya yg mengaku islam nusantara kok men,0,0,0,0,0,0,0,0,0,0,0,0
6118, bangsat kapindiang taik bego tolol setanalas ndasmu babi anjing monyet pekok cebong kodok katak mari kita hilangkan kosa kata ini dari otak kita sepakat ,1,1,1,0,0,0,0,0,1,1,0,0
6119,jawaban menurut rohani di kitab suci agama kristen alkitab yohanes 1 1 2 pada mulanya adalah sains dan sains itu adalah tuhan allah ,0,0,0,0,0,0,0,0,0,0,0,0
6120, pake kntl siapa punyamu dicopot dulu xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 ,0,1,0,0,0,0,0,0,0,0,0,0
6121, benar tp adakah kita menghalang mereka belajar di sekolah agama kita saya tk pasti di uk dan us juga ada sekolah2 monastic spt sekolah katolik atau universiti2 kristian kenapa boleh kerana yg minoriti la perlu assimilate k,0,0,0,0,0,0,0,0,0,0,0,0
6122,gabisa mandi sih sampe pagi ksl jablay ,0,1,0,0,0,0,0,0,0,0,0,0
6123,jancuk moment itu ketika kamu buka ig terus gak sengaja liat story doi lagi sama laki laki lain ndan ditambah doi lebih cantik dari biasanya and kelihatan bahagia banget huewwwww ,0,1,0,0,0,0,0,0,0,0,0,0
6124,pak mentri yg tak capai target ganti aku presiden yg tak tepati janji lengserkan,1,0,1,0,0,0,0,0,1,0,0,1
6125, negerinya jamrud katulistiwa akan bingung juga kali ya mau kerjasama dengan komunis atau liberalis salam sehat selalu pak ,0,0,0,0,0,0,0,0,0,0,0,0
6126, kalau mau perang hayok dimana 1 by 1 pukul pukulan jg hayok sampah gara2 orang2 kayak ente indonesia terpuruk otak otot hayo ,1,1,1,0,0,0,0,0,1,1,0,0
6127,banyak cocot lo ,1,1,1,0,0,0,0,0,1,1,0,0
6128, legeslatif jancuk xf0 x9f x98 xa0 xf0 x9f x98 xa0 ,1,1,0,1,0,0,0,0,1,0,1,0
6129, bacot lu orang kota yg miskin ,1,1,1,0,0,0,0,0,1,1,0,0
6130,bentar lagi pilkada ya gaiis buat yg mau nyolok omat ini mah gaiis kalo milih pemimpin itu yg sesuai mata hati bukan sesuai mata uang ,0,0,0,0,0,0,0,0,0,0,0,0
6131,apakah allah bisa ditempatkan pd bagian depan sebuah nama seperti tradisi yahudi n neliyakim nelhanan nelkana n nato n nyehoshua nyehonatan nyehoyada ,0,0,0,0,0,0,0,0,0,0,0,0
6132, sumpah weh pastu yang bertenggek kat counter pickup makanan tu nak apa sial kau masuk lah kitchen tu terus tengok dorg buat makanan kau bodo ,1,1,1,0,0,0,0,0,1,1,0,0
6133,please ya gue basically tuh gangerti af dan ngga mungkin lah ya gue idiot kek apa ya kek kek kek url,0,1,0,0,0,0,0,0,0,0,0,0
6134,sekian lama merasa terganggu dengan logika2 tentang dungu merekapun tak sabar menunggu untuk menerkam yg satu itu dendam,0,0,0,0,0,0,0,0,0,0,0,0
6135, anggaran buat gaji dan tunjangan anggota dpr saja yg paling pantas dipotong ,0,0,0,0,0,0,0,0,0,0,0,0
6136, brisik ya bistu lo brisik juga bahkan lbh brisik bacot tolol anjing manusia ga tau diri ,1,1,1,0,0,0,0,0,1,1,0,0
6137, yg berhasil di rezim ini nyata amp tampak adlh bikin infografis yg sempurna sampai2 pendukung nya puja puji tiada henti pdhl fakta di lapangan tdk sesuai dgn infografis tsb ,0,0,0,0,0,0,0,0,0,0,0,0
6138,anis baswedan dijuluki super gubernur di maroko,0,0,0,0,0,0,0,0,0,0,0,0
6139,duta besar myanmar aja ga berani mereka usir harusnya besok hbs sholat gruduk kedutaannya budha indonesia gagu semua,1,0,0,1,1,0,0,0,0,0,0,1
6140, yaelah namanya juga orang sakit mental yg otaknya udah pindah ke silit wajar aja kalo denial ,0,1,0,0,0,0,0,0,0,0,0,0
6141,pendahulu memengusir cina 1 kota turun dan turun ke anak anak skrg siloam di usir kapan boleh memengusir ketika kalian di injak2 ,1,0,0,1,0,0,0,0,1,0,1,0
6142, iya lah kampret kalau engga ada agama indo sudah hancur termasuk lu hancur,1,0,1,0,0,0,0,0,1,1,0,0
6143,saya suka video url a way out kolaborasi 2 idiot kabur dari penjara ,0,0,0,0,0,0,0,0,0,0,0,0
6144, politisi tai babi pagi2 dah berkoar ucapan lo gk dibutuhkan untuk nkri karna lo adalah penjilat bangsa kutu loncat ,1,1,1,0,0,0,0,0,1,1,0,0
6145,islam dijadikan fitnah terorisme dan radikalisme jauh sebelum kata itu dibuat islam dan indonesia baik baik saja n nkemungkinan besar ini terorisme terjadi karena peran elite global yang ingin menjatuhkan dan menghancurkan melalui serangkaian drama ya,0,0,0,0,0,0,0,0,0,0,0,0
6146, cie cie bani cebong pura pura gag dibayar cie cie dasar cebong disodorin tulang aja cepat apalagi uang wkwkw ,1,1,0,1,0,0,0,0,1,0,1,0
6147, pantasan di pecat dr menteri data2 aj ngawur dan memkasakan betul hahaha ahokpastitumbang paslon3 pilgubdki,1,0,1,0,0,0,0,0,1,1,0,0
6148, xe2 x80 xa2 nam dan shone film yang mengisahkan nam si cewe kuper yg ngefans ndengan shone cowo ganteng nan populer melakukan segala cara agar bisa ndeket sama shone salah satunya mengubah penampilan dari cewe culun njadi cewe cantik ,0,0,0,0,0,0,0,0,0,0,0,0
6149,10 presiden jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan pembangunan lainnya ,0,0,0,0,0,0,0,0,0,0,0,0
6150,mengapa cinta hanya memandang kesempurnaan fisik mengapa tak pernah memandang hati karena cinta itu buta ,0,0,0,0,0,0,0,0,0,0,0,0
6151, anda yang bingung islam nusantara ya lahir di indonesia sejak islam masuk ke indonesia sebelum nu terbentuk secara organisasi juga sudah ada n nislam masuk ke indo saat kerajaan hindu budha animi,0,0,0,0,0,0,0,0,0,0,0,0
6152,dia nge fans berat tuh ama justin timberlake usher kalo yang dari korea dia suka dbsk suju shinhwa n kim tae hee ,0,0,0,0,0,0,0,0,0,0,0,0
6153,ongkos cetak uang mungkin murah tapi mencetak uang itu perlu cadangan emas yang cukup makanya enggak bisa sembarangan sedih nih guru ekonomi smp sma kalau tahu parpol oposisi ngetweet begitu ,0,0,0,0,0,0,0,0,0,0,0,0
6154,maka anda berada disebuah negara yang coba dikuasai komunis,1,0,0,1,0,1,0,0,0,0,1,0
6155, bani kampret hewan yang kotor sedangkan kecebong hewan yang habitatnya di sawah ,1,1,0,1,0,0,0,0,1,0,1,0
6156, kunyuk nih pasukan tukang burjo akun nye bokep melulu xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 url,1,1,0,1,0,0,0,0,1,0,1,0
6157,teringat dulu ada org nk deactivate tapi punya la panjang drama dia sampai buat countdown bajingan ,1,1,1,0,0,0,0,0,1,1,0,0
6158, prestasi ahok nselain mjadi mafia koruptor n penista agama dirinya bhasil tenggelamkan jkt melalui congoran cebon,1,1,1,0,1,0,0,0,0,1,0,0
6159,banyak orang yang bilang kalau genderowo itu besar tapi sebenernya lebih besar lagi cinta aku sama kamu dibandingkan besarnya genderowo ,0,0,0,0,0,0,0,0,0,0,0,0
6160, minggat gua dari line cebong barbar isinya ,1,1,0,1,0,0,0,0,1,0,1,0
6161,anak2ku yang besok menempuh ujian nasional siapkan diri dengan baik kosentrasi belajar berani jujur untuk raih prestasi terbaik,0,0,0,0,0,0,0,0,0,0,0,0
6162,alam dan budaya indonesia sungguh luar biasa atraktif dan indah destinasi di malaysia nggak ada apa apanya dibandingkan dengan di indonesia tapi mengapa jumlah turis asing yang datang ke indonesia kalah jauh dengan ke malaysia ,0,0,0,0,0,0,0,0,0,0,0,0
6163, saya percaya kpk saya ga percaya sby dan demokrat demokrat katakan tidak pada hal korupsi ,1,0,0,1,0,0,0,0,1,0,1,0
6164,bubarkan hti presiden jokowi dinilai diktator url,1,0,0,1,1,0,0,0,0,0,0,1
6165,ds najib ialah seorang negarawan yg dizalimi rejim ph ntidak bersalah sehingga dibukti bersalah ,0,0,0,0,0,0,0,0,0,0,0,0
6166,baiklah sy nyerah deh klo hestek 2019gantipresiden diklaim mukidiers ga kan mampu menggusur petahana sy ikutin hestek 2019tetapjokowiyangdiganti ajah ,1,0,1,0,0,0,0,0,1,1,0,0
6167, 2 nomer dua2nya indosat dan ada pulsanya barusan ngeh kalo pulsa udah rp 0 padahal ga pernah dipake n bangke xe2 x80 xa6 ,1,1,0,1,0,0,0,0,1,0,1,0
6168, bisanya cuma bikin pernyataan yg g baik bikin malu prabowo,1,0,1,0,0,0,0,0,1,1,0,0
6169,alhamdulillah semoga dr zakir naik dilanjutkan usia oleh allah s w t dan dipermudahkan untuk berdakwah di negara ini n numat hindu tidak perlu takut kalau takut bermakna anda sudah mula meragui kepercayaan anda dengan kata lain anda telah dibayang,0,0,0,0,0,0,0,0,0,0,0,0
6170, ini poltak bener2 manusia berwatak babi jaman gencar bela sampai cocotnx itu monyong klo ngomong skr di sanjung2 bak dewa skr sy tanya sm kau poltak babi saat bbm naik tanpa penjelasan bahan pokok naik tki di pancung kemana cocotmu ,1,1,1,0,0,0,0,0,1,1,0,0
6171,dekalarasi pilkada 2018 aman dan anti hoax warga dukuh sari jabon,0,0,0,0,0,0,0,0,0,0,0,0
6172, padahal buaya ngga ada bulu xf0 x9f x98 x91 ,0,0,0,0,0,0,0,0,0,0,0,0
6173,sahabat budidaya prof memenuhi skala ekonomi teknologi state of the art supply chain management system yg terintegrasi sustainable development principles majuakuakulturkita,0,0,0,0,0,0,0,0,0,0,0,0
6174,tahukah anda n npasangan heteroseksual straight ada kebarangkalian lebih tinggi untuk dilanda kehamilan tidak terancang berbanding pasangan homoseksual lesbian n ndan lebih tinggi lagi kadar membuang bayi bagi pasangan heteroseksual berbanding pasangan,0,0,0,0,0,0,0,0,0,0,0,0
6175, tapi sepertinya kebijakan terhadap permukiman informal seperti itu mirip dengan yg skrg biasa dilakukan gusur perbedaannya hanya waktu dulu warga permukiman tersebut di dukung untuk mempertahankan tanahnya oleh partai komunis indonesia sehi,0,0,0,0,0,0,0,0,0,0,0,0
6176, pasti kamu manusia yg terbuat dari tanah dan udah kecampur tai kucing ,1,1,1,0,0,0,0,0,1,1,0,0
6177, mungkin gn belum lahir saat rezim politik suharto menguasai tni dan menunggangi ,0,0,0,0,0,0,0,0,0,0,0,0
6178, ancaman bom dari mata sipit juga lucu2an ya n n luculucuan ,1,1,1,0,0,0,1,0,0,1,0,0
6179,ia betul itu sudah lah jokowi mundur aja demi nkri jgn ngotot karana kelompok mu url,1,0,1,0,0,0,0,0,1,1,0,0
6180,bagus bersatu kita teguh bercerai aseng berkuasa url,1,0,0,1,0,0,0,0,1,0,1,0
6181,mencairkan suasana dan membangun komunikasi bisa berbagai macam cara bisa dgn ngobrol amp tertawa bareng atau bisa juga dgn ngevlog ,0,0,0,0,0,0,0,0,0,0,0,0
6182,virus tingkat dewa pake antivirus ngga ketauan sarap abis ,0,1,0,0,0,0,0,0,0,0,0,0
6183,jkw jkt vs hambalang akhir kisah dari sinetron cebong kampret pernah prediksinggrisjuarapd2018 ,1,1,0,1,0,0,0,0,1,0,1,0
6184, olahraga apa itu namanya yang ekstrim bungee jumping apa banci jamping iya iya banci tumpakke trail banci njamping xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
6185,6 saya juga menuliskan impian saya sebagai rangkuman impian rakyat impian indonesia untuk 70 tahun kedepan,0,0,0,0,0,0,0,0,0,0,0,0
6186,apa kita ini output yg mengecewakan ,0,0,0,0,0,0,0,0,0,0,0,0
6187,allah swt yg dungu baidab tak melayani pak lukman melainkan minta di sembah2 tak dituruti marah ancam mengazab,1,1,0,1,1,0,0,0,0,0,1,0
6188, maklum kaum onta pekok di indo otaknya di dengkul ,1,1,0,1,0,0,0,0,1,0,1,0
6189,ava kemi najis bgt eek ,1,1,1,0,0,0,0,0,1,1,0,0
6190,batalkan pelantikan anies angkat soemarsono jd plt gubernur cc ,1,0,1,0,0,0,0,0,1,1,0,0
6191,lengserkan segera itu lebih baik bagi indonesia,1,0,1,0,0,0,0,0,1,0,0,1
6192, cuman tokoh gusdur presiden yg mrngakui warga cina jadi wni dan ahir nya indonesia sampek bener2 mw d kuasai oleh cina ,1,0,1,0,0,1,0,0,0,1,0,0
6193,barel di bom atau ada bom di barel ,0,0,0,0,0,0,0,0,0,0,0,0
6194, wkwkkwk mirip jir beranya edna ga sipit ,0,0,0,0,0,0,0,0,0,0,0,0
6195,setelah pengerok merasa lelah tidak sanggup ngerokin lagi oke disudahi baru deh dikasih minyak cina untuk finishing selesai beres2 ibu ngambil gel yang aku pake ,0,0,0,0,0,0,0,0,0,0,0,0
6196,ya itu namanya cawgub goblok gak ngerti peraturan debat kelihatan bego dan liciknya itu sandiaga uno ,1,1,1,0,0,0,0,0,1,1,0,0
6197, ngaca idiot idiot manggil idiot ,1,1,1,0,0,0,1,0,0,1,0,0
6198,kepala dusun kaligayam menolak hoax dan siap sukseskan pilkada ,0,0,0,0,0,0,0,0,0,0,0,0
6199,yang kritis ditangkapin negara sinting ,1,1,0,1,0,0,0,0,1,0,1,0
6200, diajak dialog menolak ada apa wajar bila rakyat menuduh kalian antek komunis,1,0,0,1,0,0,0,0,1,0,1,0
6201,pak prabowo capres 2019 masalah jadi presiden rakyat yang memilih aku ikut senang rakyat indonesia masih butuh hiburan,0,0,0,0,0,0,0,0,0,0,0,0
6202,gw harus bilang babi ahok apa dong selain kafir gw hanya pengen gerombolannya babi ahok merasakan bagaiamana klo di anjing2in bangsat2in,1,1,0,1,1,0,0,0,0,0,1,0
6203, kita tunggu saja n nada satu yg beda kalau komunis komunis gaya baru n n ,0,0,0,0,0,0,0,0,0,0,0,0
6204,c32 perppu ormas produk rezim represif anti islam ,1,0,1,0,1,0,0,0,0,1,0,0
6205, sa nama akunnya kok kyk ndak asing ya apa cmn prasaanku doang ,0,0,0,0,0,0,0,0,0,0,0,0
6206, tolol bangsad ,1,1,1,0,0,0,0,0,1,1,0,0
6207, aduh mau eek ,0,0,0,0,0,0,0,0,0,0,0,0
6208, lebih baik d jajah china dr pada di jajah arab kebanyakn aturan kl g jual aja negaranya sm as biar yg banyak bacot lansung di tebas jangan sok suci jangan munafik jd orang koar2 dank bisanya ,1,1,0,1,0,1,0,0,0,0,1,0
6209, jejak digitalnya ada dungu terlalu ,1,1,1,0,0,0,0,0,1,1,0,0
6210, bila diktator jokowi serius mau dpr yg bersih korupsi ,1,0,1,0,0,0,0,0,1,1,0,0
6211,bgst acc abis ke lock tai ,0,1,0,0,0,0,0,0,0,0,0,0
6212,ah prabowo percitraan,1,0,1,0,0,0,0,0,1,1,0,0
6213, oiyaaa yaa xf0 x9f x98 x82 apa tadi namanya tapon kek ga asing sih itu nama haha n nuda sbar bgt ini ,0,0,0,0,0,0,0,0,0,0,0,0
6214, pmain malaysia dri awal ga terpngaruh laga dgn label big match gengsi atau harga diri bangsa jadi bisa fokus bermain beda dgn kita yg justru terbebani dgn label2 diatas semoga di piala asia timnas bisa lebih baik ,0,0,0,0,0,0,0,0,0,0,0,0
6215,jokowi dibilang diktator lalu pendukungnya melaporkan orang yg mengkritik jokowi ke polisi ini sih udah goblok keterlaluan ,1,0,1,0,0,0,0,0,1,1,0,0
6216,setnov bebas so buat apa msh mendukung bubarkan lalu bentuk lembaga baru yg lebih bersih ,1,0,0,1,0,0,0,0,1,0,0,1
6217,agama sekarang menjadi alat pemecah bangsa yuk kita kembali ke jalur yang benar nitip negara ini dan sang perangkul ulama presiden ,0,0,0,0,0,0,0,0,0,0,0,0
6218, ngaku wartawan tapi kosakata lu gembel xf0 x9f x98 x80 xf0 x9f x98 x8a xf0 x9f x98 x80 xf0 x9f x98 x8a ,1,1,1,0,0,0,0,0,1,1,0,0
6219, hp cina ya mas ,0,0,0,0,0,0,0,0,0,0,0,0
6220,umat hindu sampaikan selamat ulang tahun kepada presiden soeha o,0,0,0,0,0,0,0,0,0,0,0,0
6221, icanxlove bukan cinta monyet bukan cinta layaknya remaja lain perasaan itu bertahan hingga sekarang ,0,0,0,0,0,0,0,0,0,0,0,0
6222, ngakak anjir ,0,1,0,0,0,0,0,0,0,0,0,0
6223,di twitter cewek2 yg bisa di bo bnyak yg ga berkualitas foto dan kenyataan jauh beda harga mahal service jg ga bagus2 amat nini gua bisa bilang karena udah pengalaman bo puluhan kali puluhan perek tanpa dpt hasil yg memuaskan n menyesalboviatwitter ,0,1,0,0,0,0,0,0,0,0,0,0
6224,selamat menuju eue yg halal bray ,0,1,0,0,0,0,0,0,0,0,0,0
6225, disitulah produsen taplak kotak mulai melejit usahanya ,0,0,0,0,0,0,0,0,0,0,0,0
6226,selamat menjalankan ibadah shalat ashar moodboster amp dklovers bagi umat islam ,0,0,0,0,0,0,0,0,0,0,0,0
6227, kek monyet lis v pulang woy pulang ,0,1,0,0,0,0,0,0,0,0,0,0
6228,kampanye rasis ngmg nya pihak ahok yg di untungkan goblok kafir mana ada di untungkan kalau pada di perkosa bunuh lu enak berduit,1,1,1,0,1,0,0,1,0,1,0,0
6229, aku kristen tapi untuk mendapatkan kulit mulus aku tidak akan nekat raub pake anggur perjamuan xf0 x9f x98 x91 n nsepertinya pedih ,0,0,0,0,0,0,0,0,0,0,0,0
6230, sekumpulan teman penista agama ntdk ada empati buat korban banjir hanya koar2 memuji junjunganya url,1,0,0,1,0,0,0,0,1,0,1,0
6231,a idealis pandai menyimpan rahasia tp sedikit sombong,0,0,0,0,0,0,0,0,0,0,0,0
6232,netijen jokowi diktator jokowi pro cina jokowi tidak pro rakyat,1,0,1,0,0,1,0,0,0,1,0,0
6233,wakil ketua umum partai demokrat syarif hasan mengunjungi kantor dpp pks selasa 17 4 diterima oleh presiden pks mohamad sohibul iman dan sekjen pks mustafa kamal pimpinan kedua partai ini tampak akrab membicarakan tentang isu isu kebangsaan dan s,0,0,0,0,0,0,0,0,0,0,0,0
6234, hahahahahahahaha baper bang cebonk pejuang kok baper xf0 x9f x98 x83 ,1,1,1,0,0,0,0,0,1,1,0,0
6235, makasih niya dom jogja univ kristen ,0,0,0,0,0,0,0,0,0,0,0,0
6236, eh lgbt gak ush lo bilang gua ganteng sory gua normal dan suka cwe beda sama lo yg doyan laki ,0,1,0,0,0,0,0,0,0,0,0,0
6237,karyawan pt sopindo ds halimbe deklarasi anti hoax amp pilkada 2018 damai,0,0,0,0,0,0,0,0,0,0,0,0
6238,pada 2009 df diajak sutiyoso bergabung dgn lbp amhp dkk yg sdh mempersiapkan jokowi jadi presiden ri df jadi donatur utama pencitraan jokowi 2010 2014 sby yg sdh berkoalisi dgn lbp amhp dkk mengangkat df jadi menteri perumahan okt 2011 utk memudahkan,0,0,0,0,0,0,0,0,0,0,0,0
6239,buku lawas gt tangklukan abangan dan tarekat kebangkitan agama di jawa oleh ahmad syafi i mufid tahun 2006 319 halaman harga 125 000 minat ,0,0,0,0,0,0,0,0,0,0,0,0
6240, amit amit itu mulut apa congor satwa yang namanya anjing sih ,1,1,1,0,0,0,1,0,0,1,0,0
6241, ternyata hanya rekayasa kacung aseng cs nbikin maluuuuu n 2019gantipresiden ,1,1,0,1,0,0,0,0,1,0,1,0
6242, perseteruan 1 guru ketiga murid yang berseteru karena perbedaan ideologi masing2 soekarno dengan nasionalisme musso dengan komunis dan kartosoewirjo dengan islam radikal nkeduanya melawan soekarno dan harus mati demi keutuhan nkri ,0,0,0,0,0,0,0,0,0,0,0,0
6243,2 dia sudah berulang kali dilaporkan masyarakat terkait ujaran kebencian amp fitnah serta penodaan agama amp ulama tp prosesnya di polisi super lambat tak sesigap saat polisi menangkap aktivis 212 spt ust alfian amp bang jonru ginting ,1,0,0,1,0,0,0,0,1,0,1,0
6244, ibu hrd nya emang bayiiiik huh masa lupa si u dsr gembrot xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f x98 xa4 url,0,1,0,0,0,0,0,0,0,0,0,0
6245,raja yang tidak jujur itu seperti joki yang menunggangi buaya untuk selamat dan dia tidak boleh turun ,0,0,0,0,0,0,0,0,0,0,0,0
6246,turunkan jokowi apapun makanan nya minum nya teh botol apapun masalah nya muara nya turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
6247,lebih aneh lagi lagunya tetap sama mic yg sama cuma itu doang abang bisa apa,0,0,0,0,0,0,0,0,0,0,0,0
6248,harusnya pemerintah indonesia mengeluarkan ruu anti budha biar budha di indonesia di usir dari indonesia,1,0,0,1,1,0,0,0,0,0,1,0
6249,hikayat misa melayu hikayat yang menceritakan salah silah kesultanan perak serta budaya di negeri perak hikayat dikarang oleh pengarang raja chulan ibn raja hamid,0,0,0,0,0,0,0,0,0,0,0,0
6250, kapal kita karam monyet kasihan patah hati ,0,1,0,0,0,0,0,0,0,0,0,0
6251, ada apa dengan mayoritas etnis china di dki nmengapa begitu solid mendukung penista agama islam n ndendam ntidak nasionalis ,1,0,0,1,1,1,0,0,0,0,1,0
6252,tau nggak reaksi pakdhe denger mulut alfian tanjung yg rusak dan menebar finah ini eh cuma senyum2 aja dasar jkw diktator ,1,0,1,0,0,0,0,0,1,1,0,0
6253, bntr lg si joko jg nyungsep kyk ho ok nyantai aja kali hehe,1,0,1,0,0,0,0,0,1,1,0,0
6254,parpol koalisi pendukung gaduh jokowi akan sulit menangkan pilpres 2019 2019gantipresiden ,1,0,0,1,0,0,0,0,1,0,1,0
6255,dan ajeng pasti paham si babi ahok klo bicara santun bangsat taik anjing setan lo dngn intonasi yg familiar tuntuna,1,1,1,0,0,0,0,0,1,1,0,0
6256, guobloge nemen lek mempertahankan jokowi utang akeh sing go bangun pirang persen podo gak melek data picek ,1,1,1,0,0,0,1,0,0,1,0,0
6257, saya lengket seperti permen karet yg nempel di pantat guru ,0,1,0,0,0,0,0,0,0,0,0,0
6258, kayak komunis aja ga menghargai jasat manusia cebong komunis ,1,1,0,1,0,1,0,0,0,0,1,0
